!MOLECULE
o-NH3
!MOLECULAR WEIGHT
17.
!NUMBER OF ENERGY LEVELS
172
! LEVEL + ENERGY(CM-1) + WEIGHT + QUANTUM NOS.  J,K,inv-sym,v1,v2,v3,v4
1477
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_low(K)
1  139  138  5.171626379917758e-12  1.746353 3323.9110915662723
2  102  100  3.4267903665272185e-10  6.43864 2520.2195816138487
3  134  133  1.4944327275511156e-09  7.2858642 3191.0112551480083
4  115  114  2.977974109296451e-09  8.766965 2774.7231280490864
5  122  121  1.0064083778651253e-09  9.67085 2908.9453444570877
6  95  94  5.772516777647995e-09  10.426949 2384.465643154847
7  65  64  2.061307227000328e-09  10.536183000000001 1821.6989334412272
8  126  125  1.0691298274328485e-08  10.75453 2966.248956938052
9  82  81  1.9028602100102216e-09  10.836127000000001 2157.605895756511
10  75  74  1.0891150294634236e-08  12.25133 2020.5619497914731
11  104  103  2.129167062451099e-08  12.951048 2547.3805270716452
12  48  47  4.953782449249396e-09  13.296342000000001 1512.6051641699444
13  56  55  2.0068220394373033e-08  14.224647000000001 1683.3226799247836
14  35  34  7.624020403957147e-09  14.376816999999999 1230.7088852936138
15  80  79  4.1252236623454194e-08  15.412486000000001 2154.6402884941385
16  39  38  3.621398479703051e-08  16.319324 1373.0439338723593
17  28  27  1.4235169958909352e-08  16.455098999999997 976.2023174265634
18  21  20  2.3937088803129783e-08  18.017337 749.356238410234
19  62  61  7.792569313197961e-08  18.127106 1788.3630446258478
20  31  30  6.418503157222421e-08  18.49939 1090.006129281898
21  110  109  9.516535252267536e-08  18.534911 2643.9877878298876
22  16  15  4.194279711690753e-08  19.757538 550.3683362117569
23  24  23  1.1222947318283286e-07  20.719221 834.4712674548157
24  42  41  1.4387369204614384e-07  21.070739 1448.8710815267227
25  11  10  7.319173239581889e-08  21.285275000000002 379.4390324746638
26  90  88  1.8978286923880003e-07  22.353912 2221.2461701358543
27  8  7  1.3264649801891963e-07  22.688312000000003 236.73306717156387
28  19  18  1.9467800838108795e-07  22.92494 606.6817823246025
29  5  4  2.569279605735137e-07  23.8701292 122.3941741300871
30  33  32  2.603669580539462e-07  24.205287000000002 1136.472441363887
31  13  12  3.3772995567032026e-07  25.056025 406.8589578020643
32  67  66  3.688968619201039e-07  26.654847 1824.7698591839046
33  26  25  4.6327644535098994e-07  27.477943 851.4591958791713
34  44  43  7.009182436355675e-07  31.424943 1454.9112114744057
35  87  86  1.1767184681781477e-06  37.385127999999995 2215.4520710642946
36  118  117  1.9685e-11  60.478721452372945 2831.267030276453
37  84  83  1.5777e-11  64.92311466297267 2176.2842634837302
38  167  166  2.8031e-16  132.4313996497742 4336.795996826262
39  151  149  1.2654e-09  198.99800654674024 3586.9498231762673
40  156  155  7.5785e-14  201.87619401902154 3894.0987241269013
41  132  131  1.7283e-13  212.78021532213648 3169.276179672953
42  116  113  3.0899e-09  298.43337887090547 2770.2813844483935
43  91  89  1.1654e-09  305.2577344678365 2222.3007491138733
44  171  170  2.7245e-05  326.8566118761469 4689.7520485396635
45  146  145  2.1965e-12  343.83056105564907 3517.6370422129194
46  25  23  3.7377990817532375e-09  353.97159000000005 834.4712674548157
47  26  24  4.029973310744649e-09  360.7303 835.4656062763884
48  130  129  1.8379e-08  370.970772278386 3127.922440992783
49  164  163  5.242e-05  391.5639659070998 4273.04421434773
50  169  168  0.00020206  405.10124424430813 4551.447210161041
51  58  57  1.4888e-09  405.15082991686563 1723.969951734993
52  156  154  8.8829e-05  446.53337137954793 3882.357030053845
53  63  60  5.7581e-13  461.3697703542659 1774.7873040346776
54  40  37  0.0018218  466.2457747666526 1370.5353469470995
55  97  96  4.9517e-13  467.12164841194254 2412.2224912211627
56  162  161  0.00036242  473.3059171317949 4132.921568927596
57  165  164  1.9794e-12  507.30657896341035 4291.836323156126
58  147  145  0.00015644  515.3843968064867 3517.6370422129194
59  63  59  1.6568e-09  540.5819529013805 1770.985718385887
60  153  152  0.00063492  546.9347649411177 3740.2090167369283
61  167  165  0.001164  561.9323023620161 4316.183201983472
62  2  1  0.0015777222242440302  572.4981599 0.0
63  136  132  0.00026103  580.477433834661 3179.488020666401
64  142  141  0.0010886  625.1592812353672 3373.6717556407766
65  120  119  0.00043694  651.9880980319784 2868.080928097655
66  157  155  0.0020688  655.1426341920417 3894.0987241269013
67  135  131  7.1049e-08  680.8749300942661 3169.276179672953
68  148  144  6.2757e-08  699.3887932135219 3513.987640329394
69  98  97  6.9693e-08  701.48065504772 2434.640797316767
70  128  127  0.0018308  706.898084639251 3033.6666800423377
71  107  106  0.00071392  721.2634197247135 2583.83709310143
72  158  155  4.1391e-15  731.5417441887655 3894.0987241269013
73  146  143  0.0035913  755.4476144991166 3497.8825368723133
74  119  117  1.8548e-12  767.0770735921157 2831.267030276453
75  49  46  0.0034498  769.7102706677107 1478.2527218152884
76  50  46  9.1065e-05  772.5948437193416 1478.2527218152884
77  112  111  0.0030289  790.8178182166083 2720.543303418518
78  93  92  0.0011641  791.5310544534315 2327.0092570100273
79  77  76  0.0018863  858.3942160498659 2097.919290076829
80  131  129  0.0061012  861.6719968894051 3127.922440992783
81  99  97  0.0049471  875.3681952086104 2434.640797316767
82  160  159  0.0073759  878.0949874896021 3975.325179062047
83  72  71  2.44e-13  895.9624381109211 1945.7801269011222
84  157  154  1.0628e-10  899.799811552568 3882.357030053845
85  101  99  7.8116e-08  911.6110947713453 2476.651849926424
86  70  69  0.0030834  921.9405338494698 1896.8219939628761
87  147  143  4.0386e-12  927.0014502499542 3497.8825368723133
88  166  164  5.8652e-06  936.8074816756523 4291.836323156126
89  85  82  2.9611047719243526e-06  943.1752473 2158.1258697835933
90  172  170  2.1488e-06  949.3185704291477 4689.7520485396635
91  68  64  2.2814988567847457e-06  952.8958462 1821.6989334412272
92  150  147  3.657e-06  955.3850506922461 3542.3715952009616
93  89  83  0.0080136  958.8278672799166 2176.2842634837302
94  51  48  1.5377722612906176e-06  960.2720280000001 1513.2432617931065
95  32  30  6.501795322280304e-07  968.2013473000001 1090.006129281898
96  36  34  1.1060284694618461e-06  968.9877495000001 1230.7088852936138
97  123  120  1.995e-06  971.1156106521934 2899.3714255560003
98  117  116  0.010169  972.3011399273503 2784.603929462992
99  33  31  6.679802395553421e-07  973.9072510000001 1090.8939986015225
100  29  28  6.657034258883657e-07  974.8179756999999 976.9920621511491
101  158  154  6.4312e-07  976.198921549292 3882.357030053845
102  59  57  0.0051273  979.6495027616223 1723.969951734993
103  22  20  4.2810386606989967e-07  982.4545552 749.356238410234
104  96  93  9.0095e-07  984.0244340597119 2364.996760957318
105  17  16  2.1561852380731505e-07  986.6254094999999 551.3164902899168
106  14  10  1.1147126378681828e-07  993.0673708 379.4390324746638
107  72  70  3.0179e-07  994.1437486040264 1941.0681665820387
108  9  8  3.8774154386106545e-08  995.4918432 237.82193364554183
109  137  132  2.5009e-08  1001.1190197243085 3179.488020666401
110  54  53  5.5604e-08  1001.5199921368835 1629.035519648481
111  151  148  0.012901  1019.8942419084635 3547.5530126460053
112  71  69  9.6297e-08  1020.1218443425752 1896.8219939628761
113  108  106  2.0956e-07  1023.6298957691056 2583.83709310143
114  53  52  0.0088845  1030.5298890031866 1579.577879286737
115  148  143  8.6645e-07  1034.9646588758849 3497.8825368723133
116  73  71  0.012954  1039.3600659988551 1945.7801269011222
117  78  76  1.1476e-06  1043.102315293577 2097.919290076829
118  60  57  3.6431e-06  1058.861685308737 1723.969951734993
119  49  45  0.00041878  1070.1667389829354 1463.8330838087986
120  50  45  0.016183  1073.051312034566 1463.8330838087986
121  101  98  0.016676  1085.4986349322355 2468.3065631798313
122  63  58  0.021078  1115.0806257461372 1743.4141272529614
123  150  146  2.3492e-14  1126.9388864430837 3534.1383086153096
124  73  70  3.4206e-08  1137.5413764919606 1941.0681665820387
125  135  130  0.022038  1171.5761547052853 3145.7262322615734
126  18  15  3.804117532586062e-07  1173.3829565 550.3683362117569
127  19  16  3.897658821511587e-07  1176.5502875000002 551.3164902899168
128  91  84  0.027006  1199.1624870847807 2179.4000819480266
129  3  2  0.01810460722946028  1214.852942 27.47560599936531
130  151  146  8.61e-07  1299.4112862852319 3534.1383086153096
131  106  101  1.3874e-12  1321.7667199405562 2520.402287595522
132  118  113  0.036844  1331.2132402506288 2770.2813844483935
133  116  111  1.0977e-06  1334.8067025484424 2720.543303418518
134  52  50  0.0082008  1338.6786120812526 1515.3314308694912
135  52  49  0.00020539  1341.563185132883 1515.1929931801947
136  167  163  1.0566e-09  1460.8028472325263 4273.04421434773
137  117  112  6.1598e-07  1516.2900242591845 2758.4965774209327
138  149  144  0.053679  1520.2850285752452 3513.987640329394
139  89  78  2.0819e-11  1548.5864559048055 2147.9803118102145
140  42  39  1.148885182137497e-05  1584.7317293 1373.8272041002049
141  83  76  1.0176e-06  1632.8609039184657 2097.919290076829
142  136  129  1.1277e-11  1654.9296460462028 3127.922440992783
143  159  155  6.7235e-06  1692.4844973636375 3894.0987241269013
144  89  77  1.7829e-07  1733.2945551485166 2139.1157200678704
145  6  3  0.05940538841128365  1763.5243580000001 85.77931241011494
146  23  20  5.542177980952617e-06  1773.4984626 749.356238410234
147  127  123  1.9831e-10  1827.143115142379 2945.9776299308865
148  92  91  2.4165e-13  1876.5132968767673 2236.9508115817894
149  160  157  4.1246e-06  1915.4368506611982 3925.5406154619086
150  59  54  4.0545e-05  1956.2418719327884 1677.1009043741146
151  129  127  6.5008e-06  1963.9711510641946 3033.6666800423377
152  11  9  2.556652704480992e-06  1976.6109107 285.5979644791985
153  57  53  0.040905  1978.1123613080497 1629.035519648481
154  60  54  0.070387  2035.454054479903 1677.1009043741146
155  137  129  1.374e-15  2075.5712319358504 3127.922440992783
156  131  128  2.4634e-06  2118.745063314349 3067.592441551605
157  97  92  5.4329e-06  2242.6771369250855 2327.0092570100273
158  46  37  0.081415  2244.465638771026 1370.5353469470995
159  99  93  5.332e-07  2326.514277680265 2364.996760957318
160  7  5  0.06432037495433335  2358.5661179999997 123.53972841996716
161  30  27  3.93225088446268e-05  2371.2779684 976.2023174265634
162  31  28  3.970309226992366e-05  2373.3179062 976.9920621511491
163  123  117  1.3909e-14  2390.1807822762876 2831.267030276453
164  120  116  1.3881e-11  2391.3663115514446 2784.603929462992
165  9  6  0.15556922333178844  2400.020832 170.41522869592987
166  8  4  0.06820149769428085  2405.1212692 122.3941741300871
167  161  160  6.9196e-10  2405.680562002063 4017.4670970773686
168  69  60  0.00011521  2542.7900430834475 1774.7873040346776
169  15  14  1.9003948119398876e-05  2568.5153838 427.0986662447043
170  143  141  2.4342e-05  2588.132423206871 3373.6717556407766
171  112  108  2.2698e-10  2615.6828104706437 2632.9635859753516
172  69  59  0.11433  2622.002225630562 1770.985718385887
173  146  142  7.0844e-06  2718.4207564706203 3403.6746728099747
174  79  74  0.0004047322653987361  2793.7396243 2020.5619497914731
175  80  75  0.0004070173420983098  2796.9074413 2021.1498340954731
176  171  169  9.1456e-05  2803.560255621847 4570.889005941764
177  164  162  7.4562e-05  2837.9398850996145 4155.636673147652
178  111  106  1.9901e-05  2848.4948880231414 2583.83709310143
179  82  75  0.00027237499253662  2854.1101806 2021.1498340954731
180  81  74  0.0002738283790713065  2855.5338051 2020.5619497914731
181  156  153  5.8544e-05  2861.482257054648 3766.457748767357
182  65  56  0.0001858203703548012  2879.6068996 1684.0052357588943
183  170  168  2.9576e-05  2881.804887990008 4551.447210161041
184  64  55  0.0001877923364709063  2883.2865822 1683.3226799247836
185  147  142  4.4438e-05  2889.974592221458 3403.6746728099747
186  48  39  0.0001191768551793669  2904.9531527999998 1373.8272041002049
187  47  38  0.00012031137523077059  2907.9764698 1373.0439338723593
188  136  128  3.1958e-05  2912.002712471147 3067.592441551605
189  112  107  1.2032e-06  2918.049286515036 2618.452282044015
190  163  161  2.0047e-05  2919.681836324309 4132.921568927596
191  35  31  6.985160529648608e-05  2927.6453432999997 1090.8939986015225
192  34  30  7.068612141113294e-05  2931.7673397 1090.006129281898
193  120  112  2.1606e-05  2935.3551958832786 2758.4965774209327
194  14  9  0.2956539570461223  2948.395305 285.5979644791985
195  10  8  0.18886670522642146  2950.819775 237.82193364554183
196  107  99  1.3315e-05  2954.641234436615 2476.651849926424
197  154  152  1.2973e-05  2961.883650616218 3740.2090167369283
198  38  34  0.00018576084831857845  2965.7755863 1230.7088852936138
199  39  35  0.00018685317032838321  2967.7227683 1231.3989227684021
200  21  19  1.4917236723542622e-05  2967.9348115 607.782015137302
201  20  18  1.5131130317961401e-05  2972.8490394 606.6817823246025
202  93  89  7.2069e-06  2973.3020857980355 2222.3007491138733
203  77  73  3.126e-06  2989.0995594346095 1995.661548972492
204  152  151  3.4294e-10  2994.4050465223336 3596.500222388863
205  11  7  0.19742810579243888  2994.7863525000002 236.73306717156387
206  145  141  7.8793e-06  2999.7494766503382 3373.6717556407766
207  70  63  8.5593e-07  3003.3608065786516 1796.929563487272
208  132  127  4.4558e-06  3038.4233632757364 3033.6666800423377
209  144  140  1.6624e-23  3047.045957201076 3367.7524804130467
210  119  111  2.2939e-06  3074.1849160679085 2720.543303418518
211  71  63  0.066216  3101.542117071757 1796.929563487272
212  106  97  1.0476e-06  3108.746009920512 2434.640797316767
213  107  98  9.4501e-12  3128.528774597505 2468.3065631798313
214  77  72  0.00017567  3132.4971873225436 1988.7795474075801
215  92  83  4.0399e-07  3140.5988986245206 2176.2842634837302
216  21  17  9.96306728954716e-05  3157.8623874 598.6670747488969
217  152  150  4.2789e-09  3166.877446364482 3588.222851674297
218  76  71  1.1997e-07  3170.0654093835988 1945.7801269011222
219  78  73  2.5717e-09  3173.807658678321 1995.661548972492
220  69  58  2.1363e-08  3196.500898475319 1743.4141272529614
221  155  152  6.9262e-05  3206.5408279767444 3740.2090167369283
222  108  99  1.2439e-08  3257.007710481007 2476.651849926424
223  76  70  0.24665  3268.2467198767044 1941.0681665820387
224  157  153  1.6917e-05  3314.7486972276683 3766.457748767357
225  78  72  0.31914  3317.205286566255 1988.7795474075801
226  137  128  2.9073e-08  3332.6442983607935 3067.592441551605
227  54  50  0.0077057  3370.7284932213224 1515.3314308694912
228  54  49  0.30249  3373.6130662729533 1515.1929931801947
229  9  5  1.6725244175415694e-06  3376.7368137 123.53972841996716
230  158  153  3.8781e-08  3391.147807224392 3766.457748767357
231  104  95  0.0014562049243519628  3397.1042637 2384.9660498140033
232  172  169  2.2665e-08  3426.0222141748477 4570.889005941764
233  108  98  6.9746e-15  3430.8952506418977 2468.3065631798313
234  53  45  0.14249  3442.2598131190052 1463.8330838087986
235  127  119  5.7132e-05  3450.246823826551 2868.080928097655
236  128  120  2.33e-06  3505.1568104338235 2899.3714255560003
237  15  11  0.38914035227809696  3540.3013004 380.4605641825447
238  17  14  0.5365803420105768  3574.904908 427.0986662447043
239  141  135  9.627e-11  3578.0373163094882 3201.953026587604
240  16  10  0.4029255398890446  3581.34677 379.4390324746638
241  96  91  6.2494e-16  3652.0687853899103 2236.9508115817894
242  142  137  1.6779e-08  3670.172292592676 3227.534161748946
243  92  78  0.00059103  3730.3574872494096 2147.9803118102145
244  27  22  0.00038646803304976816  3744.2458226 796.5065451033872
245  162  159  1.1742e-10  3757.08146662346 3975.325179062047
246  83  73  0.19939  3763.56624730321 1995.661548972492
247  165  161  0.00016361  3818.5523811948196 4132.921568927596
248  93  84  3.0788e-12  3867.2068384149793 2179.4000819480266
249  167  162  3.609e-05  3907.178766425041 4155.636673147652
250  92  77  0.45497  3915.0655864931205 2139.1157200678704
251  144  139  9.2558e-20  3958.805813788849 3323.9949033019043
252  14  7  1.765223351616797e-05  3966.5698408 236.73306717156387
253  59  52  0.33385  3988.2917530728587 1579.577879286737
254  125  114  0.004267152798043516  3990.7480726 2774.7231280490864
255  130  124  2.1473e-18  4000.374708217078 2953.7385027037317
256  141  132  0.00013762  4046.1320310816172 3179.488020666401
257  60  52  0.00025346  4067.5039356199736 1579.577879286737
258  142  136  4.2985e-06  4090.8138784823236 3207.3465471070776
259  22  17  0.8344685935474437  4122.306144 598.6670747488969
260  20  16  0.6805049101067178  4126.477019 551.3164902899168
261  18  13  0.2202389886841558  4138.575811000001 408.06148766325714
262  75  65  0.0020288253820464086  4145.3329357 1822.2045196977754
263  127  118  1.0448e-11  4156.845175966294 2834.1695514813673
264  21  15  0.699172579503878  4164.2512488 550.3683362117569
265  19  12  0.22795149167695408  4186.5558077 406.8589578020643
266  166  161  1.5883e-07  4248.053283907061 4132.921568927596
267  107  96  0.00054835  4297.1310780571675 2412.2224912211627
268  35  29  0.0012694261338245829  4326.1541958 1023.7760562065184
269  97  89  0.42011  4424.44816826969 2222.3007491138733
270  72  60  0.75522  4458.874325536944 1774.7873040346776
271  150  141  4.0695e-08  4470.518924149072 3373.6717556407766
272  168  166  3.8002e-08  4472.605029968069 4336.795996826262
273  70  57  0.58538  4523.592262241655 1723.969951734993
274  72  59  0.00076656  4538.086508084059 1770.985718385887
275  17  11  9.805681064151825e-05  4546.6817977 380.4605641825447
276  106  93  0.75949  4559.892092392166 2364.996760957318
277  153  148  1.0733e-10  4561.234053371914 3547.5530126460053
278  108  96  0.88505  4599.49755410156 2412.2224912211627
279  152  145  0.00029096  4637.646893863214 3517.6370422129194
280  148  138  2.3743e-14  4659.940960002367 3323.9110915662723
281  153  147  7.8111e-06  4669.197261997845 3542.3715952009616
282  123  111  7.0354e-09  4697.28862475208 2720.543303418518
283  27  21  1.0767140341534764  4708.689549 750.2209434192995
284  162  158  2.1126e-07  4718.0242197983325 3929.2071949046754
285  23  19  0.546518879335391  4723.4346342 607.782015137302
286  29  22  1.279948455324898  4735.5480483 796.5065451033872
287  28  20  1.101195970379139  4743.1627767 749.356238410234
288  169  167  0.00030699  4745.274874562604 4343.151702377721
289  151  140  1.0062e-16  4766.328992323062 3367.7524804130467
290  24  18  0.5617369343952765  4767.079019899999 606.6817823246025
291  162  157  0.00022981  4794.423329795056 3925.5406154619086
292  98  91  0.17939  4820.671088849574 2236.9508115817894
293  75  62  0.0016093379338434886  4832.3579282 1789.2330731100103
294  74  61  0.0016191720065827898  4838.2289438 1788.3630446258478
295  153  146  0.0001614  4840.751097748683 3534.1383086153096
296  56  42  0.0008548754928162937  4878.3257354 1449.882397917525
297  142  131  0.00010368  4884.071527639121 3169.276179672953
298  55  41  0.0008609044157887383  4885.170776600001 1448.8710815267227
299  119  108  0.0021699  4899.049908321944 2632.9635859753516
300  168  165  7.0849e-05  4902.1059326803115 4316.183201983472
301  96  83  6.421e-10  4916.154387137663 2176.2842634837302
302  39  33  0.000364261609734648  4921.4591847 1137.6341099567644
303  128  117  5.8304e-05  4924.221982057918 2831.267030276453
304  130  121  4.547e-15  4933.712571859321 2908.9453444570877
305  112  101  2.6255e-05  4961.079426180306 2520.402287595522
306  31  26  9.746283685197569e-05  4961.5235087 852.7779789262751
307  30  25  9.835257646166205e-05  4970.4986054 851.4591958791713
308  161  155  4.2327e-05  4976.260046855303 3894.0987241269013
309  99  91  7.4057e-06  4994.558629010463 2236.9508115817894
310  77  69  0.90441  5048.581469776041 1896.8219939628761
